period_granularity,period_start,period_label,period_sort,variable,role,contribution,n_rows,period_model_contribution,share_of_period_model_contribution,contribution_draw_n,contribution_q05,contribution_q50,contribution_q95
week,2025-05-25,2025-05-25,73,paid_search,media,301.996166519039,4,3862.52769208923,0.0781861492249106,80,258.670294198944,299.847844339919,345.356683332349
week,2025-05-25,2025-05-25,73,retail_media,media,163.008512072057,4,3862.52769208923,0.0422025484518625,80,146.435781849865,165.495506351411,190.035204519174
week,2025-05-25,2025-05-25,73,meta,media,146.254004776517,4,3862.52769208923,0.0378648430342795,80,129.338017842811,147.220136065593,172.749329912783
week,2025-05-25,2025-05-25,73,tiktok,media,99.2663779480215,4,3862.52769208923,0.0256998488713303,80,87.4460550880748,100.057190802917,114.05359047199
week,2025-05-25,2025-05-25,73,display,media,98.8993661440139,4,3862.52769208923,0.0256048303152797,80,86.1748871306065,98.693572701674,112.55500643913
week,2025-05-25,2025-05-25,73,promo,baseline_control,0,4,3862.52769208923,0,80,0,0,0
week,2025-06-01,2025-06-01,74,baseline,baseline_control,2684.07068378839,4,3767.10338978778,0.712502526759586,80,2569.88459158608,2674.10295481335,2806.3820026892
week,2025-06-01,2025-06-01,74,tv,media,359.105723966903,4,3767.10338978778,0.0953267502400918,80,317.88489023013,367.0257192737,422.924232823019
week,2025-06-01,2025-06-01,74,paid_search,media,305.253829500288,4,3767.10338978778,0.0810314445650201,80,266.323857794137,309.426368515403,369.013472490757
week,2025-06-01,2025-06-01,74,retail_media,media,146.4291366239,4,3767.10338978778,0.0388704852170646,80,126.688603981782,147.341826159286,168.654662993857
week,2025-06-01,2025-06-01,74,meta,media,101.840123068983,4,3767.10338978778,0.0270340663718073,80,88.0124780863298,101.05161030776,118.713428925522
week,2025-06-01,2025-06-01,74,display,media,100.013134689469,4,3767.10338978778,0.0265490814402902,80,86.8486112820588,101.046929160088,116.760294363881
week,2025-06-01,2025-06-01,74,tiktok,media,70.3907581498439,4,3767.10338978778,0.0186856454061404,80,62.1853408108343,71.2690415459296,83.0587342938925
week,2025-06-01,2025-06-01,74,promo,baseline_control,0,4,3767.10338978778,0,80,0,0,0
week,2025-06-08,2025-06-08,75,baseline,baseline_control,2666.04426428304,4,3910.91223508492,0.681693708277541,80,2511.86458135294,2662.22523948602,2778.68450335373
week,2025-06-08,2025-06-08,75,tv,media,346.341641030179,4,3910.91223508492,0.0885577635629707,80,304.877092999921,353.604371414381,404.393620235187
week,2025-06-08,2025-06-08,75,paid_search,media,323.515815567304,4,3910.91223508492,0.0827213182298067,80,282.01554760431,323.461037856251,380.339646343627
week,2025-06-08,2025-06-08,75,retail_media,media,152.075810099785,4,3910.91223508492,0.0388849968903696,80,133.715204802162,156.706020050369,178.330865324908
week,2025-06-08,2025-06-08,75,meta,media,136.064713574542,4,3910.91223508492,0.0347910424462869,80,117.926071512844,135.819567445695,157.667400172401
week,2025-06-08,2025-06-08,75,promo,baseline_control,100,4,3910.91223508492,0.0255694820003622,80,96.399429068008,100.254593141062,104.254068955102
week,2025-06-08,2025-06-08,75,display,media,95.2150031722035,4,3910.91223508492,0.0243459830977609,80,85.5230441823501,97.2412704925777,108.891856599641
week,2025-06-08,2025-06-08,75,tiktok,media,91.6549873578615,4,3910.91223508492,0.0234357054949026,80,82.5394183479488,94.4600035542524,105.948913981235
week,2025-06-15,2025-06-15,76,baseline,baseline_control,2647.08707598202,4,3865.59414740563,0.684781426875502,80,2498.50222296662,2639.3747852979,2802.526436793
week,2025-06-15,2025-06-15,76,tv,media,336.86103160403,4,3865.59414740563,0.0871434037714777,80,291.179634630705,347.096755766454,392.448348470114
week,2025-06-15,2025-06-15,76,paid_search,media,324.300643350158,4,3865.59414740563,0.0838941262283859,80,277.553065913585,322.322953759859,388.875147934514
week,2025-06-15,2025-06-15,76,retail_media,media,150.438130384345,4,3865.59414740563,0.0389172077170363,80,130.866727108785,150.242659929733,172.997972118118
week,2025-06-15,2025-06-15,76,meta,media,128.654061128503,4,3865.59414740563,0.033281833586914,80,115.431684075977,132.795460865191,152.417219155565
week,2025-06-15,2025-06-15,76,promo,baseline_control,100,4,3865.59414740563,0.0258692444645578,80,95.7268174447815,100.274987982319,104.419304105574
week,2025-06-15,2025-06-15,76,display,media,98.6662830517926,4,3865.59414740563,0.0255242219667608,80,88.1281179057318,99.7449265166351,115.1734394339
week,2025-06-15,2025-06-15,76,tiktok,media,79.5869219047846,4,3865.59414740563,0.0205885353893654,80,68.6130471104861,80.7725005960729,92.3430272764053
week,2025-06-22,2025-06-22,77,baseline,baseline_control,2627.50173065109,4,3775.80012291426,0.695879454716239,80,2520.9547729548,2618.49129017282,2750.05447439174
week,2025-06-22,2025-06-22,77,tv,media,332.432893042888,4,3775.80012291426,0.0880430325285089,80,290.12731701575,342.120898345275,390.497473133733
week,2025-06-22,2025-06-22,77,paid_search,media,309.914851452753,4,3775.80012291426,0.0820792524402887,80,270.676257649945,313.544971444949,371.664477312722
week,2025-06-22,2025-06-22,77,retail_media,media,139.916380016794,4,3775.80012291426,0.0370560875740433,80,121.16081610182,140.698386849806,159.330769287582
week,2025-06-22,2025-06-22,77,meta,media,123.861901900442,4,3775.80012291426,0.0328041469008805,80,106.311519704136,123.570169916748,146.207527465909
week,2025-06-22,2025-06-22,77,promo,baseline_control,100,4,3775.80012291426,0.0264844527635688,80,95.7980620122059,100.120053338316,105.681313870549
week,2025-06-22,2025-06-22,77,tiktok,media,76.0626832005856,4,3775.80012291426,0.0201447854029621,80,65.819256191769,76.7688712644115,90.5119941479874
week,2025-06-22,2025-06-22,77,display,media,66.1096826497125,4,3775.80012291426,0.0175087876735083,80,58.1821796857905,66.4899295933317,79.1090410021587
week,2025-06-29,2025-06-29,78,baseline,baseline_control,2607.6,4,3685.9455360884,0.707443985395194,80,2499.78639889758,2623.68498622984,2761.9845819835
week,2025-06-29,2025-06-29,78,paid_search,media,328.31510446248,4,3685.9455360884,0.0890721529246726,80,290.542252844772,335.38971211663,388.916208524562
week,2025-06-29,2025-06-29,78,tv,media,314.550327347703,4,3685.9455360884,0.0853377577796525,80,270.693673060693,319.455448779281,365.21156216721
week,2025-06-29,2025-06-29,78,retail_media,media,146.683552816757,4,3685.9455360884,0.0397953663125528,80,124.934582802938,145.993132494143,172.075020813009
week,2025-06-29,2025-06-29,78,meta,media,127.95149136622,4,3685.9455360884,0.0347133429166197,80,113.454003698139,127.435405730175,152.601847700317
week,2025-06-29,2025-06-29,78,display,media,81.8712640209423,4,3685.9455360884,0.0222117400323353,80,72.0708406597579,83.061021259358,98.4437852570077
week,2025-06-29,2025-06-29,78,tiktok,media,78.9737960742959,4,3685.9455360884,0.0214256546389734,80,68.8693833842644,79.0353178960532,90.497856407231
week,2025-06-29,2025-06-29,78,promo,baseline_control,0,4,3685.9455360884,0,80,0,0,0
